Id,Year,UnitId,UrbanCollegeId,Fips,InstAffiliation,PrimaryPublicControl,SecondaryPublicControl,ReligiousAffiliation,OccupationalProgOffered,AcademicProgOffered,ContProfProgOffered,AvocationalProgOffered,RemedialProgOffered,SecondaryProgOffered,Cert01Offered,Cert01AOffered,Cert01BOffered,Cert12Offered,AssocOffered,Cert24Offered,BachOffered,PostbacCertOffered,MastersOffered,PostMastersCertOffered,DoctorsResearchOffered,DoctorsProfessionalOffered,DoctorsOtherOffered,OtherDegreeOffered,DistUgCoursesOffered,DistUgProgsOffered,DistUgNotOffered,DistGradCoursesOffered,DistGradProgsOffered,DistGradNotOffered,DistProgsOffered,DistCoursesOffered,DistProgsAll,DistUgOffered,DistGradOffered,DistEdNotOffered,EnrolledUndergradFulltime,EnrolledUndergradFirsttimeFt,EnrolledUndergradParttime,EnrolledUndergradFirsttimePt,EnrolledGraduateFulltime,EnrolledGraduateParttime,EnrolledDoctorsProfessional,EnrolledDoctorsFirstProf,RemedialServices,AcademicCounseling,EmploymentServices,PlacementServices,OncampusDaycare,NoSelectedServices,OncampusHousing,OncampusRequired,DormitoryCapacity,MealPlan,MealsPerWeek,TypicalRoomCharge,TypicalBoardCharge,RoomBoardCharge,TuitionVaries,AltTuition,TuitionGuaranteed,PrepaidTuition,TuitionPaymentPlan,OtherAltTuition,MemberNatlAthleticAssoc,MemberNcaa,MemberNaia,MemberNjcaa,MemberNscaa,MemberNccaa,MemberAthAssocOther,MemberConfFootball,MemberConfBasketball,MemberConfBaseball,MemberConfTrack,ConfNumberFootball,ConfNumberBasketball,ConfNumberBaseball,ConfNumberTrack,DualCredit,CreditForLife,ApCredit,NoAltCredit,Rotc,RotcArmy,RotcNavy,RotcAirforce,RotcNavyMarinecorps,StudyAbroad,WeekendEveningCollege,UndergradResearch,TeacherCert,TeacherCertSpecialization,TeacherCertOtherInst,TeacherCertStateApproved,NoSpecialLearningOpps,DisabilityIndicator,DisabilityPercentage,PostsecTrProgDisabilities,YellowRibbonProgram,MilitaryTrainingCredit,VeteranPointOfContact,StudentVeteranOrganization,ServicememberOppCollMember,NoVetServices,LibraryPhysical,LibraryPrintedCollection,LibraryDigital,LibraryTrainedStaff,LibraryHours,LibraryShared,NoLibrary,CalendarSystem,NoncredWorkforceEduOffered,NoncredCustTrainingOffered,NoncredRemedialEduOffered,NoncredRecEduOffered,NoncredAdultEduOffered,NoncredHsDiplomaOffered,NoncreditEslEduOffered,NoncreditProfEduOffered,NoNoncreditEdu,PromiseProgParticipant
0738437606777290752,2023,100654,0738271162454245376,1,Public,State,ImpliedNo,,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,No,Yes,No,3620,YesMaximumMeals,21,3790,4202,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,133,133,133,133,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,Yes,No,No,No,No,No,No,No
0738437606836011008,2023,100663,0738271162525548544,1,Public,State,ImpliedNo,,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,Yes,No,3480,YesVariableMeals,,8550,6030,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,372,372,372,372,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,0.06940000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,Yes,No,No,No,Yes,Yes,No,Yes
0738437606836011010,2023,100706,0738271162529742849,1,Public,State,ImpliedNo,,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,No,2148,YesMaximumMeals,21,,,11122,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,146,146,146,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0.04800000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,Yes,No,Yes,No,No,No,Yes,No,No
0738437606836011011,2023,100724,0738271162529742850,1,Public,State,ImpliedNo,,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,No,Yes,No,2079,YesMaximumMeals,19,3500,4190,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,133,133,133,133,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,No,No,Yes,Yes
0738437606836011013,2023,100751,0738271162529742852,1,Public,State,ImpliedNo,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,9294,YesMaximumMeals,99,6250,4616,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,130,130,130,130,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,0.08660000,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
0738437606836011016,2023,100830,0738271162529742855,1,Public,State,ImpliedNo,,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,No,1200,YesVariableMeals,,4680,2688,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,146,146,146,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0.06230000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,Yes,No,No,No,Yes,No,No,No
0738437606836011017,2023,100858,0738271162529742856,1,Public,State,ImpliedNo,,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,Yes,No,4598,YesVariableMeals,,9562,5834,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,130,130,130,130,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,0.12990000,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,Yes,Yes,No,No
0738437606836011018,2023,100937,0738271162529742857,1,PrivateNotForProfitReligious,,,71,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,No,1084,YesVariableMeals,,8300,6000,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,368,368,368,368,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,0.16310000,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,FourOneFourPlan,No,No,No,No,No,No,No,No,Yes,No
0738437606836011030,2023,101435,0738271162533937163,1,PrivateNotForProfitReligious,,,71,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,,,,Yes,Yes,Yes,No,No,Yes,No,736,YesMaximumMeals,19,,,10922,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,171,378,378,378,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,0.03390000,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,No,No,Yes,No
0738437606836011034,2023,101480,0738271162533937167,1,Public,State,ImpliedNo,,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,No,2607,YesVariableMeals,,4080,3948,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,111,111,111,111,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,No,No,0.06860000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,No,No,Yes,No,No,No,No,No,No
0738437606840205314,2023,101587,0738271162533937171,1,Public,State,ImpliedNo,,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,No,Yes,No,920,YesVariableMeals,,4880,3306,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,146,146,146,146,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,Yes,No,No,No,No,No,No,Yes
0738437606840205317,2023,101675,0738271162533937174,1,PrivateNotForProfitReligious,,,55,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,,,,Yes,Yes,No,Yes,,No,Yes,Yes,Yes,Yes,No,No,,,,Yes,No,Yes,No,No,Yes,No,882,YesMaximumMeals,19,4182,3388,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,161,161,161,161,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,Yes,No,No,No,No,No,No,Yes
0738437606840205319,2023,101709,0738271162533937176,1,Public,State,ImpliedNo,,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,No,1373,YesVariableMeals,,6612,4156,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,146,146,146,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,0.13000000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,No,No,Yes,Yes
0738437606840205321,2023,101879,0738271162533937178,1,Public,State,ImpliedNo,,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,No,2441,YesVariableMeals,,3600,4300,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,379,135,135,135,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,0.05700000,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,Yes,Yes,No,No
0738437606840205326,2023,102049,0738271162533937183,1,PrivateNotForProfitReligious,,,54,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,Yes,No,2375,YesVariableMeals,,6558,5602,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,131,131,131,131,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0.15850000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,FourOneFourPlan,No,No,No,Yes,No,No,No,Yes,No,No
0738437606840205330,2023,102094,0738271162533937187,1,Public,State,ImpliedNo,,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,Yes,No,3405,YesVariableMeals,,4480,4350,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,134,134,134,134,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0.04280000,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,Yes,No,Yes,No,No,No,Yes,No,No
0738437606840205331,2023,102234,0738271162533937188,1,PrivateNotForProfitReligious,,,30,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,No,1013,YesVariableMeals,,5768,5964,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,161,161,161,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0.04310000,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,No,No,Yes,No
0738437606840205335,2023,102368,0738271162533937192,1,Public,State,ImpliedNo,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,No,Yes,No,1976,YesMaximumMeals,14,4120,3876,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,134,134,134,134,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,Yes,No,Yes,No,Yes,Yes,No,No
0738437606840205336,2023,102377,0738271162533937193,1,PrivateNotForProfitNoReligious,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,Yes,No,1500,YesMaximumMeals,19,5376,5304,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,161,161,161,161,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,No,No,Yes,No
0738437606840205339,2023,102553,0738271162533937196,2,Public,State,ImpliedNo,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,No,No,Yes,No,996,YesMaximumMeals,14,7312,5100,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,,213,,213,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,No,No,Yes,No,No,No,Yes,No,No
0738437606840205341,2023,102614,0738271162533937198,2,Public,State,ImpliedNo,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,No,1746,YesVariableMeals,,5200,5250,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,Yes,,213,,213,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,0.04260000,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,Yes,No,Yes,No,No,No,Yes,No,No
0738437606840205355,2023,104151,0738271162538131469,4,Public,State,ImpliedNo,,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,16179,YesVariableMeals,,9458,6633,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,127,127,127,127,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0.06700000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
0738437606840205357,2023,104179,0738271162538131471,4,Public,State,ImpliedNo,,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,No,No,Yes,No,7619,YesVariableMeals,,8900,5500,,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,127,127,127,127,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0.08000000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Yes
0738437606840205367,2023,104717,0738271162538131481,4,PrivateForProfit,,,,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,No,No,No,Yes,No,18485,YesVariableMeals,,6000,3900,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,137,137,137,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Semester,No,No,No,No,No,No,No,No,Yes,No
0738437606844399617,2023,105330,0738271162538131488,4,Public,State,ImpliedNo,,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,No,10274,YesVariableMeals,,6180,5548,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,105,105,,105,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,0.06320000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,No,No,Yes,Yes
0738437606844399632,2023,106245,0738271162538131503,5,Public,State,ImpliedNo,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,No,Yes,No,1395,YesVariableMeals,,5307,4490,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,,126,126,126,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,0.07730000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
0738437606844399637,2023,106342,0738271162538131508,5,PrivateNotForProfitReligious,,,66,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,No,436,YesVariableMeals,,5770,5760,,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,170,195,195,195,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,No,No,Yes,No
0738437606844399639,2023,106397,0738271162538131511,5,Public,State,ImpliedNo,,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,No,Yes,No,6900,YesMaximumMeals,15,8365,4532,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,130,130,130,130,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,0.11190000,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes
0738437606844399640,2023,106412,0738271162538131512,5,Public,State,ImpliedNo,,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,No,Yes,No,1418,YesMaximumMeals,20,4600,4522,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,133,133,133,133,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,0.05100000,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,No,No,No,No,No,No,Yes,Yes
0738437606844399642,2023,106458,0738271162538131514,5,Public,State,ImpliedNo,,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,No,Yes,No,3491,YesVariableMeals,,,,11100,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,134,134,134,134,No,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,0.08600000,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,No,No,Yes,No,No,No,Yes,Yes,No,No
0738437606844399643,2023,106467,0738271162542325760,5,Public,State,ImpliedNo,,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,No,No,Yes,No,2058,YesVariableMeals,,5369,4483,,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,367,367,367,367,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,0.04350000,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Semester,Yes,No,No,No,No,No,No,No,No,No
